id,english,spanish,portuguese,example_en,example_es,example_pt,source,tags
card-920093c1731749d8,effectiveness,efectividad,efetividade,The authors described effectiveness in the methods and results sections.,Los autores describieron efectividad en las secciones de métodos y resultados.,Os autores descreveram efetividade nas seções de métodos e resultados.,Medical exam-style example,study
card-0b514913789f890c,association,asociación,associação,The authors described association in the methods and results sections.,Los autores describieron asociación en las secciones de métodos y resultados.,Os autores descreveram associação nas seções de métodos e resultados.,Medical exam-style example,study
card-577bf0c4f4ee4f88,correlation,correlación,correlação,The authors described correlation in the methods and results sections.,Los autores describieron correlación en las secciones de métodos y resultados.,Os autores descreveram correlação nas seções de métodos e resultados.,Medical exam-style example,study
card-3c938455ed7b5cde,causation,causalidad,causalidade,The authors described causation in the methods and results sections.,Los autores describieron causalidad en las secciones de métodos y resultados.,Os autores descreveram causalidade nas seções de métodos e resultados.,Medical exam-style example,study
card-fa4824e83746480e,bias,sesgo,viés,The authors described bias in the methods and results sections.,Los autores describieron sesgo en las secciones de métodos y resultados.,Os autores descreveram viés nas seções de métodos e resultados.,Medical exam-style example,study
card-c9f6b02c2f3f0c8e,selection bias,sesgo de selección,viés de seleção,The authors described selection bias in the methods and results sections.,Los autores describieron sesgo de selección en las secciones de métodos y resultados.,Os autores descreveram viés de seleção nas seções de métodos e resultados.,Medical exam-style example,study
card-c2cf52fe70a81550,confounding,confusión,confusão,The authors described confounding in the methods and results sections.,Los autores describieron confusión en las secciones de métodos y resultados.,Os autores descreveram confusão nas seções de métodos e resultados.,Medical exam-style example,study
card-643a109257e6e5b6,confounder,factor de confusión,fator de confusão,The authors described confounder in the methods and results sections.,Los autores describieron factor de confusión en las secciones de métodos y resultados.,Os autores descreveram fator de confusão nas seções de métodos e resultados.,Medical exam-style example,study
card-915f03836aeebc96,validity,validez,validade,The authors described validity in the methods and results sections.,Los autores describieron validez en las secciones de métodos y resultados.,Os autores descreveram validade nas seções de métodos e resultados.,Medical exam-style example,study
card-819bb986f4199f14,reliability,fiabilidad / confiabilidad,confiabilidade,The authors described reliability in the methods and results sections.,Los autores describieron fiabilidad / confiabilidad en las secciones de métodos y resultados.,Os autores descreveram confiabilidade nas seções de métodos e resultados.,Medical exam-style example,study
card-5879092f86c5e019,accuracy,exactitud / precisión,acurácia / exatidão,The study reported accuracy for the main clinical outcome.,El estudio informó exactitud / precisión para el principal desenlace clínico.,O estudo relatou acurácia / exatidão para o principal desfecho clínico.,Medical exam-style example,measurement
card-68c2f9ee314749c0,precision,precisión,precisão,The study reported precision for the main clinical outcome.,El estudio informó precisión para el principal desenlace clínico.,O estudo relatou precisão para o principal desfecho clínico.,Medical exam-style example,measurement
card-5c16250fd4bb6980,sensitivity,sensibilidad,sensibilidade,The study reported sensitivity for the main clinical outcome.,El estudio informó sensibilidad para el principal desenlace clínico.,O estudo relatou sensibilidade para o principal desfecho clínico.,Medical exam-style example,measurement
card-7f02f2e3055088f0,specificity,especificidad,especificidade,The study reported specificity for the main clinical outcome.,El estudio informó especificidad para el principal desenlace clínico.,O estudo relatou especificidade para o principal desfecho clínico.,Medical exam-style example,measurement
card-b039a95ef0441e94,positive predictive value,valor predictivo positivo,valor preditivo positivo,The study reported positive predictive value for the main clinical outcome.,El estudio informó valor predictivo positivo para el principal desenlace clínico.,O estudo relatou valor preditivo positivo para o principal desfecho clínico.,Medical exam-style example,measurement
card-a0eab175446fe331,negative predictive value,valor predictivo negativo,valor preditivo negativo,The study reported negative predictive value for the main clinical outcome.,El estudio informó valor predictivo negativo para el principal desenlace clínico.,O estudo relatou valor preditivo negativo para o principal desfecho clínico.,Medical exam-style example,measurement
card-bb591039012c7337,likelihood ratio,razón de verosimilitud,razão de verossimilhança,The study reported likelihood ratio for the main clinical outcome.,El estudio informó razón de verosimilitud para el principal desenlace clínico.,O estudo relatou razão de verossimilhança para o principal desfecho clínico.,Medical exam-style example,measurement
card-f3279006c3e0b146,confidence interval,intervalo de confianza,intervalo de confiança,The study reported confidence interval for the main clinical outcome.,El estudio informó intervalo de confianza para el principal desenlace clínico.,O estudo relatou intervalo de confiança para o principal desfecho clínico.,Medical exam-style example,measurement
card-1cad115a0c99d7c0,statistical significance,significación estadística,significância estatística,The study reported statistical significance for the main clinical outcome.,El estudio informó significación estadística para el principal desenlace clínico.,O estudo relatou significância estatística para o principal desfecho clínico.,Medical exam-style example,measurement
card-7963856c6b9eab32,p value,valor de p,valor de p,The study reported p value for the main clinical outcome.,El estudio informó valor de p para el principal desenlace clínico.,O estudo relatou valor de p para o principal desfecho clínico.,Medical exam-style example,measurement
card-f12c8377cd3ebb1a,relative risk,riesgo relativo,risco relativo,The study reported relative risk for the main clinical outcome.,El estudio informó riesgo relativo para el principal desenlace clínico.,O estudo relatou risco relativo para o principal desfecho clínico.,Medical exam-style example,measurement
card-236bbe0f6433d554,absolute risk,riesgo absoluto,risco absoluto,The study reported absolute risk for the main clinical outcome.,El estudio informó riesgo absoluto para el principal desenlace clínico.,O estudo relatou risco absoluto para o principal desfecho clínico.,Medical exam-style example,measurement
card-9a5b7b5c9e814335,odds ratio,razón de momios / odds ratio,odds ratio / razão de chances,The study reported odds ratio for the main clinical outcome.,El estudio informó razón de momios / odds ratio para el principal desenlace clínico.,O estudo relatou odds ratio / razão de chances para o principal desfecho clínico.,Medical exam-style example,measurement
card-957ec5c3f9607cb3,hazard ratio,razón de riesgos instantáneos,hazard ratio / razão de riscos,The study reported hazard ratio for the main clinical outcome.,El estudio informó razón de riesgos instantáneos para el principal desenlace clínico.,O estudo relatou hazard ratio / razão de riscos para o principal desfecho clínico.,Medical exam-style example,measurement
card-a506dcc39d5e6d1b,incidence,incidencia,incidência,The study reported incidence for the main clinical outcome.,El estudio informó incidencia para el principal desenlace clínico.,O estudo relatou incidência para o principal desfecho clínico.,Medical exam-style example,measurement
card-c2451614a1c82995,prevalence,prevalencia,prevalência,The study reported prevalence for the main clinical outcome.,El estudio informó prevalencia para el principal desenlace clínico.,O estudo relatou prevalência para o principal desfecho clínico.,Medical exam-style example,measurement
